Sitio	replica	estrato	UnidadTaxonómica	Largo	Ancho	body_mass
P	1	humus	bdelloidea	613.978	386.249	5.36600800049747
L	3	10	bacterivoro	4607.573	90	5.360464250919
R	3	10	omnivoro	4401.909	92.021	5.35377502746434
L	3	10	bacterivoro	8855.28	64.868	5.35190596969706
L	1	10	fungivoro	4514.305	90.575	5.3192786801455
L	1	humus	hipogastruridae	787.434	277.459	5.31307706686424
P	1	Frag	parasitidae	506.102	228.823	5.31271080682288
L	3	humus	hipogastruridae	785.1	277.903	5.2730111815774
P	1	Frag	bdelloidea	610.38	286.175	5.27222299558307
R	3	humus	oppioidea	456.829	250.019	5.26090010320651
R	1	humus	oppioidea	473.666	230.417	5.25939048013623
R	1	10	fitofago	4277.415	92.515	5.25836652905561
R	1	10	fungivoro	3821.777	97.862	5.25700847621375
P	1	humus	scheloribates	425.811	291.865	5.24496434129321
L	2	10	isotomidae	1008.082	271.881	5.24467391483824
L	3	humus	hipogastruridae	783.203	340.116	5.2405826288435
L	2	humus	hipogastruridae	782.923	280.122	5.23580642223948
L	1	humus	hipogastruridae	782.332	246.666	5.22573390356013
P	1	humus	parasitidae	535.309	194.948	5.22148692628906
L	1	10	hipogastruridae	780.699	220.147	5.19796365888554
P	3	10	rhodacaroidea	509.142	219.347	5.19185907586719
P	1	humus	onichiuridae	1073.573	254.67	5.18545472419648
R	2	Hoja	parasitidae	466.792	270.742	5.16765561756895
P	1	humus	rhodacaroidea	471.919	263.36	5.16563549785426
P	1	humus	parasitidae	431.756	327.664	5.15332184359953
P	2	10	fungivoro	3009.814	109.091	5.14473090628294
L	2	Hoja	hipogastruridae	777.46	264.659	5.14314818799888
R	3	humus	astigmata	451.926	268.67	5.14065360892375
L	2	10	isotomidae	1000.533	287.455	5.13621671755114
P	2	10	bacterivoro	3455.116	101.483	5.11086474131105
L	3	humus	astigmata	508.682	237.467	5.10030249067622
P	1	humus	isotomidae	997.723	328.148	5.09621515778426
R	1	10	bacterivoro	3200.9905	105.23	5.0910655227395
P	1	humus	bdelloidea	603.075	344.584	5.08518623701454
L	1	humus	astigmata	488.747	246.301	5.07343288230742
P	1	humus	isotomidae	995.922	244.587	5.07068236432935
L	1	Hoja	hipogastruridae	773.034	218.385	5.06881474671704
R	1	humus	oppioidea	464.001	230.823	5.04584693862313
P	3	10	onichiuridae	1062.344	213.998	5.03766420985621
L	1	humus	astigmata	440.551	271.108	5.01281796391814
P	1	10	omnivoro	3561.715	98.758	4.98940661185465
L	3	Frag	isotomidae	987.366	234.07	4.95050276668773
R	2	10	onichiuridae	1054.428	155.807	4.93510681998163
P	2	humus	rhodacaroidea	414.847	343.01	4.92631793526354
P	2	10	fungivoro	3540.675	98.311	4.91513501828056
R	2	10	bacterivoro	1623.0015	145.121	4.90935690971367
L	3	10	bacterivoro	2043.371	129.244	4.90244993459137
P	2	humus	astigmata	508.784	231.078	4.89335609250153
P	1	humus	rhodacaroidea	466.452	254.181	4.89334293471081
L	2	humus	isotomidae	982.87	244.15	4.88808895376604
R	1	10	fitofago	3022.685	106.066	4.88416619165129
R	1	humus	bdelloidea	593.897	244.065	4.85653229294316
L	3	humus	hipogastruridae	757.698	274.493	4.81631806173485
P	1	Frag	parasitidae	475.267	237.941	4.81407469236955
L	3	10	astigmata	411.59	282.349	4.80722142025401
L	2	humus	isotomidae	976.668	267.618	4.80282259047347
L	2	humus	hipogastruridae	756.537	186.914	4.79752162498933
P	1	humus	parasitidae	477.722	233.938	4.7973325147332
L	3	humus	astigmata	462.819	250.561	4.79155757410465
P	1	humus	bdelloidea	590.966	354.32	4.7849827061834
L	2	humus	hipogastruridae	755.578	148.783	4.78202922174255
P	2	10	bacterivoro	3216.436	101.57	4.76596643781596
L	1	humus	isotomidae	973.837	154.607	4.76422028299974
L	2	Hoja	isotomidae	973.699	227.058	4.76234367021628
L	1	humus	isotomidae	973.693	207.938	4.76226208909442
P	1	humus	parasitidae	438.741	283.849	4.72375634250767
R	2	Frag	oripodidae	421.197	266.388	4.70937024257826
P	1	10	rhodacaroidea	469.077	238.507	4.69331946128332
R	3	10	fungivoro	3842.351	92.117	4.68297422262512
P	1	humus	isotomidae	966.761	255.212	4.66860531248487
L	2	humus	hipogastruridae	746.707	274.051	4.64016119407278
P	2	10	isotomidae	963.169	190.048	4.62054218230773
L	2	10	predador	2810.364	106.972	4.61900003372903
R	2	10	fungivoro	2742.065	108.167	4.60800005317805
R	3	humus	astigmata	534.667	211.401	4.60724523806663
R	3	10	predador	2191.109	120.807	4.59296718390477
P	3	10	rhodacaroidea	533.805	168.092	4.5831930070663
P	1	humus	parasitidae	425.773	295.01	4.5827275903081
R	1	10	onichiuridae	1026.395	189.041	4.58263166107212
R	3	10	fungivoro	3477.172	95.771	4.58077941015889
R	3	10	fungivoro	4410.493	84.959	4.57247228227229
L	3	10	fungivoro	2897.085	104.785	4.56882615603824
L	3	humus	isotomidae	958.316	293.607	4.5561109862532
P	1	humus	parasitidae	454.693	248.511	4.55198074179155
L	2	Hoja	hipogastruridae	740.57	353.019	4.54353202456823
L	1	humus	eupodoidea	580.537	296.898	4.53609978252683
P	2	humus	astigmata	411.108	272.066	4.53381919371478
L	3	humus	hipogastruridae	739.834	294.883	4.53202638131528
L	2	humus	hipogastruridae	739.593	241.165	4.52826276173699
R	1	humus	onichiuridae	1021.365	171.097	4.52113704326399
R	3	Hoja	onichiuridae	1020.227	144.966	4.50729761449571
R	3	10	fungivoro	4002.489	88.511	4.50370361680509
R	1	humus	onichiuridae	1019.896	156.981	4.50327732975272
L	2	humus	isotomidae	953.681	231.156	4.49511391819849
P	1	humus	parasitidae	447.32	254.181	4.48323380659237
L	3	humus	eupodoidea	578.158	314.486	4.48056213653576
L	2	10	predador	2419.47	113.364	4.46596921208184
R	3	humus	onichiuridae	1016.345	223.215	4.46029081610861
R	1	10	omnivoro	4934.347	79.276	4.45408300078158
R	1	humus	oripodidae	419.68	252.696	4.45016039255925
L	3	10	astigmata	457.269	240.982	4.4315864802436
P	2	10	omnivoro	3036.458	100.787	4.43018105381477
L	2	humus	symphyla	2340.023	132.468	4.42827019703126
R	3	10	bacterivoro	4333.251	84.335	4.42664510501087
R	3	10	fungivoro	3933.706	88.511	4.42630721524728
P	1	10	fungivoro	2539.063	110.135	4.42353379541949
P	3	Frag	oribatulidae	433.222	239.401	4.40866754707567
L	3	humus	isotomidae	946.293	208.941	4.39897247413172
R	3	10	fungivoro	2848.479	103.629	4.39360284866326
P	2	humus	eupodoidea	574.176	272.217	4.38862014931854
R	1	10	predador	2706.329	106.23	4.38652000908954
R	1	10	fungivoro	4059.479	86.703	4.38312351392145
R	1	humus	oripodidae	426.036	240.22	4.38095988424378
R	3	humus	eupodoidea	573.564	373.458	4.37460193652582
R	3	Frag	isotomidae	943.899	286.287	4.36810392270007
L	3	10	predador	2569.844	108.665	4.35844218924365
P	1	humus	hipogastruridae	727.813	178.742	4.34660836892992
P	1	Frag	parasitidae	471.307	214.739	4.33999496284547
L	3	Frag	parasitidae	411.84	300.023	4.33582111708416
R	1	humus	astigmata	431.402	251.743	4.33405595841698
R	1	10	fungivoro	4028.315	86.499	4.32903161374151
L	3	humus	hipogastruridae	726.632	280.877	4.32864555194433
R	2	10	omnivoro	5614.154	73.239	4.32528066278694
L	3	10	predador	2573.061	108	4.31064991667952
L	3	10	eupodoidea	570.382	292.674	4.30219728072949
R	2	Frag	hipogastruridae	722.347	139.379	4.26385058172789
P	2	Frag	rhodacaroidea	440.752	247.568	4.25156059814244
L	2	humus	isotomidae	933.608	243.337	4.2369904903916
L	2	Hoja	hipogastruridae	720.494	245.855	4.23601451658381
P	1	Frag	onichiuridae	996.542	215.423	4.22535224384437
R	1	10	fungivoro	3379.221	93.162	4.21249465355834
L	2	10	hipogastruridae	717.35	202.648	4.18903811329967
L	1	humus	mesostigmata	418.812	276.102	4.18790956951594
L	3	10	omnivoro	2485.135	108.167	4.17623295295867
L	2	10	fungivoro	2424.907	109.49	4.17531416840357
L	1	humus	hipogastruridae	716.057	203.263	4.16981095863572
R	2	10	fitofago	2761.579	102.3965	4.15884616965692
L	2	humus	rhodacaroidea	456.193	221.128	4.15527973975198
L	2	10	omnivoro	2244.012	113.364	4.1421007508017
R	2	10	isotomidae	925.713	161.663	4.13813150784257
P	1	10	bacterivoro	3318.75	93.162	4.13711226093136
P	2	humus	rhodacaroidea	418.838	271.661	4.13178910410582
R	1	humus	onichiuridae	985.345	327.048	4.09607473711069
P	1	10	fungivoro	2193.758	113.984	4.09375327648105
L	1	humus	isotomidae	919.785	178.83	4.06488232132565
R	3	humus	eupodoidea	559.592	284.376	4.062630997177
P	3	10	omnivoro	2156.057	114.523	4.06154089904184
L	3	10	bacterivoro	1986.88	119.097	4.04779437468778
R	3	10	bacterivoro	3323.945	92.021	4.04271277158727
L	3	humus	astigmata	462.563	224.267	4.04056852172986
L	1	10	onichiuridae	979.879	237.335	4.03389173757213
L	1	10	fungivoro	2863.621	99.025	4.03320596872885
P	2	Frag	oripodidae	384.323	277.005	4.03263478934759
L	2	humus	hipogastruridae	705.781	188.696	4.01891115063801
L	1	humus	isotomidae	915.461	168.737	4.01198015261554
R	1	10	bacterivoro	3562.893	88.511	4.00905888570575
L	3	humus	astigmata	468.535	219.994	4.00114131108218
L	1	10	arannae	1212.796	585.025	4
L	2	10	isotomidae	913.953	249.461	3.99363471100956
R	3	humus	oripodidae	409.101	238.071	3.99137804058661
L	2	humus	hipogastruridae	703.786	370.125	3.9900063763394
L	1	10	predador	2577.369	103.798	3.98840940916077
P	1	10	omnivoro	1893.109	121.098	3.98744514748997
L	2	10	predador	2462.754	106.146	3.98541415873691
L	2	10	fungivoro	2221.747	111.606	3.97479604642232
L	3	10	fungivoro	2059.158	115.879	3.97140619929718
P	1	humus	parasitidae	403.547	284.183	3.97026992308459
R	2	Hoja	onichiuridae	973.067	233.462	3.95724142895903
P	3	Frag	astigmata	442.851	230.973	3.95442027411867
P	1	10	rhodacaroidea	435.601	231.102	3.91534253698386
P	3	humus	eupodoidea	552.348	332.108	3.90689054102528
R	2	humus	isotomidae	906.432	252.041	3.90294055792862
R	1	humus	onichiuridae	967.805	104.496	3.89867128260532
P	1	humus	parasitidae	435.917	229.427	3.89739365536986
L	3	Frag	hipogastruridae	696.646	218.429	3.8875946603805
R	2	10	bacterivoro	2543.6665	103.097	3.88326820465493
L	1	humus	bdelloidea	550.611	239.336	3.87014767198026
P	3	10	omnivoro	2708.518	99.733	3.86949823144917
R	1	10	fitofago	3482.198	87.896	3.86399757544506
L	3	10	omnivoro	2518.668	103.228	3.85488220059264
L	2	Frag	eupodoidea	549.585	300.457	3.84855324124881
P	1	humus	bdelloidea	549.189	218.636	3.84024008194208
L	3	humus	astigmata	417.925	240.045	3.83873599436707
R	1	10	onichiuridae	962.175	183.28	3.83661913461039
L	3	10	predador	2194.711	110.309	3.83569791003568
P	1	Frag	parasitidae	446.286	212.27	3.83492679327228
R	3	10	fungivoro	4017.078	81.468	3.82938943240949
P	1	hoja	tydeoidea	548.604	364.126	3.82798119693046
R	1	humus	astigmata	416.76	240.197	3.82607969531153
R	1	10	bacterivoro	2963.54	94.75	3.82132865699864
L	3	humus	hipogastruridae	690.578	238.648	3.80182816575299
P	2	10	rhodacaroidea	443.184	213.643	3.79995199680661
L	2	humus	hipogastruridae	689.914	322.25	3.79251356345215
L	2	10	omnivoro	2555.368	101.57	3.78642638133291
L	3	10	bacterivoro	2640.155	99.86	3.78144430597287
L	2	humus	hipogastruridae	688.793	212.955	3.77681966238684
R	2	humus	astigmata	397.176	249.803	3.77423016918359
P	3	Frag	scheloribates	428.253	201.067	3.75336499034943
R	1	10	fungivoro	4402.924	77.025	3.75188711890283
L	2	humus	hipogastruridae	686.77	231.244	3.74859787887392
R	3	humus	onichiuridae	953.575	229.258	3.74305195752523
R	2	10	onichiuridae	953.52	194.564	3.74245828839882
R	3	10	fungivoro	3154.959	90.769	3.73348131347998
R	1	humus	hipogastruridae	685.331	185.671	3.72860142552515
R	1	humus	astigmata	407.958	239.827	3.69441509902981
P	2	humus	isotomidae	887.543	267.956	3.68100612925742
L	2	10	isotomidae	885.476	202.648	3.65722339132264
L	3	10	predador	2172.159	108.167	3.65028137097814
R	3	10	fungivoro	3521.812	84.855	3.6422202529231
R	1	10	bacterivoro	2184.66	107.54	3.62885054287198
P	1	humus	hipogastruridae	677.553	154.605	3.62164055720341
L	1	10	symphyla	2188.293	210.604	3.62151382265188
L	2	10	predador	2467.287	101.048	3.61843083125994
P	1	10	fungivoro	2748.744	95.679	3.61420439796721
P	2	10	fungivoro	2327.999	103.798	3.60251602161617
R	3	10	onichiuridae	940.253	255.486	3.60099900497371
R	3	humus	onichiuridae	939.614	233.85	3.59427305647087
L	2	Hoja	hipogastruridae	674.751	262.974	3.5835710461815
R	2	Hoja	isotomidae	878.312	138.495	3.57555703083083
P	2	10	fungivoro	3456.477	84.855	3.57465149564
P	1	humus	parasitidae	429.329	213.999	3.56087191174988
R	3	10	rhodacaroidea	438.719	202.757	3.56047797023157
P	2	10	isotomidae	876.708	151.342	3.55743370342974
P	2	10	isotomidae	875.873	239.292	3.54802250525966
P	1	10	fungivoro	2104.701	108.281	3.54437842040108
P	1	10	fungivoro	2480.004	99.733	3.54303389971448
R	3	10	fungivoro	3601.068	82.648	3.53298000797056
P	1	10	omnivoro	2289.656	103.629	3.53165290109526
R	3	humus	astigmata	434.319	218.317	3.52136836367251
R	3	10	fungivoro	3552.157	83.073	3.52092765668961
R	2	10	isotomidae	872.061	141.202	3.50526037548033
L	3	humus	astigmata	428.446	220.049	3.49072546231306
R	3	10	onichiuridae	929.129	245.101	3.48505023530695
P	1	humus	onichiuridae	926.595	195.888	3.45897456916314
R	1	10	onichiuridae	926.574	148.856	3.45875899297279
L	1	humus	isotomidae	867.403	238.458	3.45345783001321
R	1	10	bacterivoro	2339	101.32	3.44878201075317
R	3	10	fungivoro	2389.029	100	3.4313623527
R	1	10	fungivoro	5746.874	64.465	3.43024239236168
R	3	10	fungivoro	3486.475	82.754	3.42933337347595
R	3	10	fungivoro	2476.398	97.952	3.41265370428039
L	1	Frag	eupodoidea	527.852	263.312	3.40980388003639
P	1	10	fungivoro	2322.091	100.874	3.39377370611974
P	3	humus	rhodacaroidea	489.656	145.138	3.38257494765484
P	3	10	omnivoro	2057.943	106.972	3.38235146280426
L	1	humus	lohmanidae	403.386	193.502	3.37934314380671
P	2	10	fungivoro	3144.436	86.499	3.37917041030478
P	3	10	rhodacaroidea	466.45	163.265	3.37374122879634
P	1	humus	parasitidae	405.661	231.077	3.37361694415338
R	3	humus	astigmata	355.716	257.576	3.34143830688145
L	2	humus	isotomidae	856.608	176.85	3.33529544499634
L	3	Frag	eupodoidea	523.261	268.788	3.32160501043132
R	1	humus	isotomidae	855.114	273.309	3.31914913703814
L	2	10	isotomidae	854.448	208.032	3.31196754565003
L	2	humus	hipogastruridae	654.123	298.355	3.31078913036093
P	2	humus	eupodoidea	522.424	221.74	3.30569093335903
L	3	humus	astigmata	382.845	237.43	3.30106903315772
P	1	10	bacterivoro	1865.532	110.772	3.28781867175952
R	2	10	bacterivoro	1732.8705	114.865	3.28387564518917
P	2	humus	eupodoidea	521.188	355.737	3.28228365326422
L	2	humus	rhodacaroidea	403.789	224.615	3.26249866524019
R	1	10	onichiuridae	905.528	133.102	3.24698423741589
R	2	10	bacterivoro	2442.394	96.187	3.24558990689654
L	3	humus	astigmata	414.243	216.754	3.23959044136401
L	2	humus	astigmata	448.228	200.265	3.23824101261539
P	3	10	omnivoro	2029.756	105.23	3.22825725073962
R	3	10	fungivoro	3457.58	80.599	3.22609167824343
P	3	10	fungivoro	7287.642	55.386	3.21094002149238
P	2	10	isotomidae	844.349	209.873	3.20428503533104
R	3	10	onichiuridae	900.879	207.447	3.20134717413929
L	1	10	onichiuridae	898.928	181.308	3.18231742901983
L	2	humus	bdelloidea	515.398	211.539	3.17410342136145
R	3	10	bacterivoro	1954.875	106.229	3.16847539952616
P	2	humus	eupodoidea	514.495	219.181	3.15744912747614
L	2	10	fungivoro	2332.071	96.933	3.1472427147564
P	1	humus	parasitidae	394.258	228.181	3.14495875891656
P	3	humus	rhodacaroidea	433.235	180.072	3.13910543731352
L	2	10	bacterivoro	1770.1685	111.0405	3.13489201819485
R	2	humus	isotomidae	835.972	209.807	3.11668573633448
P	1	humus	isotomidae	835.921	142.617	3.11615717830679
R	3	10	fungivoro	3104.076	83.601	3.1160215394602
L	3	humus	isotomidae	835.261	166.436	3.10932219231871
L	2	humus	parasitidae	410.631	201.92	3.08989471805312
L	3	10	bacterivoro	2982.51	84.853	3.0843345019574
L	2	humus	isotomidae	832.393	206.939	3.07973256890385
R	1	10	bacterivoro	2464.62	93.22	3.07619120432349
P	1	humus	bdelloidea	509.946	285.808	3.07443598702953
P	1	humus	isotomidae	831.595	309.381	3.07153166625858
L	1	humus	bdelloidea	508.628	250.838	3.05065910106497
R	2	10	fitofago	2596.963	90.355	3.04519636738489
R	3	10	fungivoro	2824.398	86.397	3.02808722406492
R	1	10	fungivoro	2612.632	89.794	3.0256454743534
P	1	humus	eupodoidea	506.447	308.506	3.01158340281465
L	2	Hoja	hipogastruridae	630.203	238.514	3.01075342397707
P	2	10	penthalidae	506.397	188.501	3.01069151696441
L	3	Frag	isotomidae	825.573	329.913	3.01009524348195
R	2	10	bacterivoro	2399.826	93.4345	3.00911957898135
R	1	Frag	onichiuridae	880.149	153.868	3.0028217277461
L	3	10	bacterivoro	2321.722	94.868	3.00119951058818
P	2	10	predador	2347.119	94.289	2.99710755958242
L	2	humus	hipogastruridae	627.81	266.943	2.9816865345166
P	1	humus	eupodoidea	504.134	308.42	2.97050885429742
P	1	Frag	bdelloidea	504.105	270.682	2.96999625367073
P	1	humus	hipogastruridae	626.758	199.858	2.96896248092888
R	3	10	predador	1969.488	102.433	2.96809832640999
R	1	humus	eupodoidea	502.954	254.383	2.94969889656467
R	2	10	bacterivoro	2456.357	91.3895	2.94665471780341
L	3	10	predador	2569.621	89.196	2.93633087062379
P	2	10	predador	2118.907	98.221	2.93606562912296
R	3	humus	onichiuridae	872.65	261.453	2.93298779532811
R	1	Frag	onichiuridae	872.217	228.479	2.92898740674172
L	3	humus	isotomidae	815.433	169.732	2.90843543282759
R	3	Frag	hipogastruridae	621.629	293.403	2.90739962681271
R	1	humus	onichiuridae	869.862	176.816	2.90729088998012
R	3	10	fungivoro	2962.365	82.648	2.90635342662557
L	2	10	fitofago	1962.154	101.483	2.90245065451419
R	1	Frag	onichiuridae	868.985	135.121	2.89923734261653
P	1	humus	parasitidae	359.466	260.093	2.89408869349536
R	3	10	onichiuridae	868.227	169.947	2.89228802980322
R	3	10	onichiuridae	868.061	281.312	2.89076756498043
R	2	10	onichiuridae	864.433	135.853	2.85766410108454
P	3	10	astigmata	355.518	232.481	2.85398083106259
P	2	10	omnivoro	2024.765	99.025	2.85173711300248
L	3	10	astigmata	426.756	193.533	2.8508215176586
L	3	humus	tydeoidea	496.346	309.961	2.83495693000414
L	1	10	fungivoro	2110.841	96.595	2.82885036265854
P	3	10	omnivoro	2167.163	95.125	2.81660585285523
R	3	10	bacterivoro	3009.976	80.708	2.81605649908877
P	1	10	onichiuridae	858.876	174.995	2.80742901980648
R	3	10	onichiuridae	857.853	152.005	2.7982428616123
L	1	10	onichiuridae	856.492	283.401	2.78605127353708
P	1	10	fungivoro	2496.884	88.112	2.78428472733231
L	3	humus	astigmata	340.64	238.586	2.78143624470759
P	1	10	predador	2146.714	94.961	2.78041682458849
L	2	humus	hipogastruridae	610.734	187.64	2.77921951288866
R	2	10	fungivoro	2119.308	95.483	2.77518122985981
P	1	humus	rhodacaroidea	374.99	222.275	2.77056396601166
L	3	humus	oribatulidae	341.594	225.189	2.75367455409946
R	3	10	fungivoro	2796.274	82.754	2.75044443157719
L	1	humus	isotomidae	797.349	228.5	2.73264176576306
P	1	10	fungivoro	1743.82	104.222	2.72060580673621
L	2	10	hipogastruridae	605.34	268.96	2.71705481200323
R	3	Frag	hipogastruridae	605.264	216.231	2.71618502975097
P	3	10	omnivoro	1327.687	119.267	2.7125731208614
L	3	10	omnivoro	2144.509	93.723	2.70561125479682
P	2	10	bacterivoro	2060.96	95.597	2.70522411710107
L	3	10	bacterivoro	2313.955	90.2	2.70404020383867
L	2	humus	isotomidae	792.679	237.269	2.68837990724482
P	2	10	fungivoro	2205.446	92.117	2.68794984304965
P	1	10	predador	1834.576	100.874	2.68126261661508
P	1	hoja	parasitidae	376.29	211.73	2.67903585386953
L	3	10	isotomidae	791.311	142.292	2.67550165547951
L	1	humus	raghididae	486.779	132.322	2.67416616103833
L	1	10	bacterivoro	2026.458	95.771	2.66962838822806
P	1	humus	parasitidae	376.255	210.869	2.66936266799405
P	2	10	omnivoro	1620.141	106.972	2.66279789153497
L	2	10	isotomidae	789.645	214.757	2.65987148459115
P	1	10	predador	1811.837	101.048	2.6571723767918
R	3	10	onichiuridae	841.194	241.54	2.65133409927866
P	3	10	astigmata	420.164	186.977	2.64074667462589
L	2	humus	isotomidae	787.105	106.48	2.63615429443346
L	1	humus	isotomidae	785.131	186.205	2.61781594343663
L	3	10	omnivoro	1490.824	110.309	2.60551412055211
L	2	10	omnivoro	2087.167	93.162	2.60183628966066
P	3	humus	bdelloidea	481.86	384.923	2.59391365416932
R	2	10	isotomidae	781.417	120.732	2.58353492896581
R	1	10	onichiuridae	832.142	165.306	2.57361136919734
L	2	10	bacterivoro	2602.307	82.976	2.57340820071367
L	2	humus	rhodacaroidea	376.272	200.598	2.55995443179233
P	2	10	omnivoro	1827.456	98.311	2.53685892660776
P	1	10	onichiuridae	826.947	190.679	2.52966847760431
L	1	humus	raghididae	477.355	180.771	2.521838752039
R	2	humus	onichiuridae	825.276	158.872	2.51563624065358
R	1	10	fungivoro	2638.616	81.468	2.51533284307315
L	2	humus	isotomidae	773.832	158.179	2.51441977881339
R	3	10	fungivoro	3646.653	69.199	2.50806759556632
L	3	10	bacterivoro	3526.14	70.228	2.49784400683338
R	2	10	fitofago	1974.592	93.723	2.4912361472168
L	1	10	fungivoro	2699.184	80.161	2.49117309047415
L	1	10	predador	2815.896	78.384	2.48494405462928
P	1	10	fungivoro	2013.7	92.688	2.48477433631785
P	1	humus	bdelloidea	474.762	344.584	2.48096557660591
P	2	10	fungivoro	2594.988	81.468	2.47374325926194
R	3	10	bacterivoro	1572.045	104.222	2.45261251473812
R	3	10	onichiuridae	817.513	302.582	2.45109608108297
R	3	10	onichiuridae	816.453	237.926	2.44236613857597
P	2	10	isotomidae	763.95	276.045	2.42616604279597
P	1	10	omnivoro	1641.275	101.396	2.42364027207568
R	1	10	onichiuridae	813.818	107.165	2.42075061673402
P	1	humus	protura	1909.248	212.206	2.40525301005366
L	3	humus	hipogastruridae	577.03	266.297	2.40467230638098
R	3	10	fitofago	2037.389	90.575	2.40068844946519
L	2	10	fungivoro	2705.028	78.588	2.39954775930141
L	2	humus	isotomidae	760.443	173.528	2.39532988460292
R	1	humus	onichiuridae	810.576	175.51	2.39432327385032
R	2	10	bacterivoro	2120.1615	88.6395	2.39259229375929
L	3	10	omnivoro	1476.303	106.151	2.38928987321328
L	2	Hoja	hipogastruridae	575.191	237.393	2.38517807833009
L	2	humus	rhodacaroidea	394.701	163.549	2.38310809020538
P	3	10	astigmata	320.664	228.404	2.37210263130399
P	2	10	predador	2253.304	85.578	2.37022302849268
R	2	10	bacterivoro	2265.294	85.329	2.36898901659032
R	1	humus	onichiuridae	806.924	136.884	2.36477453424261
P	1	10	bacterivoro	1570.783	102.175	2.35532393619301
L	1	humus	eupodoidea	466.151	239.395	2.34840365179885
L	1	10	onichiuridae	804.786	144.186	2.34758396945669
R	3	10	fungivoro	2509.236	80.599	2.34124022534514
P	1	10	predador	1600.579	100.738	2.33296876201916
R	2	humus	onichiuridae	801.847	204.642	2.32408307994118
L	1	humus	mesostigmata	374.866	179.84	2.31731115802068
L	3	10	fitofago	1547.397	101.823	2.304298239017
R	1	10	fungivoro	2157.798	86.091	2.29705530494658
P	1	10	onichiuridae	797.061	206.333	2.28613456116535
L	3	10	omnivoro	2596.37	78.23	2.28222471066659
L	1	10	bacterivoro	2596.659	78.046	2.27175441285814
L	2	humus	bdelloidea	460.523	281.082	2.26436723346792
L	3	10	predador	1433.371	104.785	2.26048697780931
R	1	10	fungivoro	2628.649	77.367	2.2599002669779
R	3	10	fungivoro	2347.674	81.698	2.25063879489251
R	2	10	bacterivoro	1807.8745	93.0485	2.24818575874056
P	1	Frag	parasitidae	346.617	210.793	2.24804146612881
P	1	10	predador	2309.728	82.268	2.24526640602977
R	3	10	bacterivoro	1751.773	94.406	2.24244697524721
L	1	10	fungivoro	1929.637	89.794	2.2346803745016
P	1	10	omnivoro	2040.86	87.309	2.23447964238398
P	3	10	astigmata	332.839	210.749	2.22044274867701
L	3	10	omnivoro	1470.33	102.528	2.21995898365768
R	2	Frag	onichiuridae	787.733	224.527	2.21331057250044
P	2	10	predador	2117.934	85.211	2.20876192289523
R	2	10	fungivoro	2351.4615	80.7775	2.20375773141637
L	1	10	omnivoro	3568.274	65.541	2.20155471187608
P	1	10	predador	1797.47	92.021	2.18615377978425
R	3	10	fungivoro	2977.075	71.452	2.18305016362134
L	2	10	isotomidae	732.816	238.455	2.16115512668262
P	1	10	predador	2153.343	83.413	2.151918680673
R	2	10	bacterivoro	2006.6125	86.377	2.15032897217339
P	2	humus	isotomidae	730.996	168.526	2.14626676925406
R	2	10	fitofago	2367.997	79.429	2.14577656609581
R	2	Frag	onichiuridae	777.992	170.468	2.138856317491
L	1	humus	isotomidae	729.872	140.218	2.13710487422221
L	2	10	symphyla	1835.128	195.709	2.13586017854838
P	1	humus	isotomidae	729.673	386.726	2.13548540904781
L	2	10	fitofago	1246.4845	109.172	2.13380425083734
R	2	10	isotomidae	728.754	170.03	2.12801676582723
P	2	10	isotomidae	728.535	237.445	2.12623944085424
R	2	10	fitofago	2482.7905	77.13	2.1214455925728
P	1	10	fungivoro	2576.16	75.641	2.11705683138106
P	2	humus	parasitidae	303.726	271.661	2.11081009953676
R	2	10	isotomidae	725.384	123.053	2.10077220231193
P	1	humus	onichiuridae	772.798	187.096	2.09981711400791
L	3	humus	eupodoidea	448.608	232.458	2.09311904150232
R	3	humus	onichiuridae	771.373	198.734	2.08918640861725
R	3	humus	astigmata	401.818	167.721	2.08854454507522
P	3	Frag	rhodacaroidea	354.999	181.473	2.0837984654088
L	3	humus	astigmata	317.764	211.117	2.07396144090466
R	3	10	fungivoro	2581.647	74.704	2.06932989840337
L	3	10	fitofago	1369.432	102.176	2.05344665992112
R	1	10	fitofago	2683.822	72.768	2.04117267772309
L	1	10	bacterivoro	1810.225	88.511	2.03691175159532
L	2	10	predador	2238.328	79.561	2.03502315077582
R	3	10	onichiuridae	763.438	214.968	2.03061633737422
L	3	10	bacterivoro	1844.984	87.361	2.02242748159394
P	3	10	astigmata	303.343	217.288	2.01875522173184
P	1	10	fungivoro	1657.986	92.021	2.01650784754648
L	2	10	fungivoro	2046.1695	82.377	1.99433775455623
L	2	humus	eupodoidea	441.363	198.741	1.99333666489464
R	3	10	fungivoro	3021.036	67.655	1.98609884012888
R	2	10	fungivoro	2091.2465	81.222	1.98151674250104
R	3	10	fungivoro	2115.47	80.708	1.97917958220508
P	3	10	fungivoro	2075.356	81.468	1.97838984826474
R	1	10	onichiuridae	756.231	118.539	1.97833488813325
P	3	10	astigmata	355.361	182.424	1.9680682259798
L	3	10	omnivoro	2131.87	80.05	1.96213349324602
L	2	humus	bdelloidea	438.788	248.031	1.95865124185493
R	1	10	onichiuridae	751.606	196.058	1.94523983936822
R	3	10	fungivoro	2658.39	71.329	1.94265699394863
